Fecha de cotización;Apertura;Cierre;Máximo;Mínimo;Promedio;Cantidad negociada;Monto negociado (S/);Fecha anterior;Cierre anterior corregido
3/12/2020;7.09;7.09;7.12;7.09;7.090028375;1268704;8995147.36;2/12/2020;7.09
2/12/2020;7.09;7.09;7.09;7.09;7.09;1437279;10190308.11;1/12/2020;7.1
1/12/2020;7.09;7.1;7.1;7.09;7.099008539;1046496;7429084.04;30/11/2020;7.1
30/11/2020;7.1;7.1;7.1;7;7.014531478;416149;2919090.26;27/11/2020;7.1
27/11/2020;7.2;7.1;7.2;7.1;7.176223724;91863;659229.44;26/11/2020;7.2
26/11/2020;7.25;7.2;7.25;7.2;7.214667522;9354;67486;25/11/2020;7.3
25/11/2020;7.45;7.3;7.45;7.3;7.308710939;80260;586597.14;24/11/2020;7.4
24/11/2020;7.3;7.4;7.4;7.3;7.305775339;173150;1264995;23/11/2020;7.3
23/11/2020;7.27;7.3;7.3;7.21;7.258974827;189490;1375503.14;20/11/2020;7.2
20/11/2020;7.25;7.2;7.25;7.2;7.244460938;74101;536821.8;19/11/2020;7.15
19/11/2020;7.15;7.15;7.25;7.15;7.21913406;61286;442431.85;18/11/2020;7.15
18/11/2020;7;7.15;7.15;7;7.003097516;576026;4033966.25;17/11/2020;7
17/11/2020;7;7;7.01;6.99;6.997452308;664366;4648869.4;16/11/2020;7
16/11/2020;7.01;7;7.01;7;7.009824726;872579;6116625.85;13/11/2020;7.01
13/11/2020;7;7.01;7.01;6.99;6.991351843;110967;775809.34;12/11/2020;7
12/11/2020;7;7;7.02;7;7.000047261;312309;2186177.76;11/11/2020;7
11/11/2020;7;7;7;6.99;6.997899927;512487;3586332.74;10/11/2020;6.89
10/11/2020;7;6.89;7;6.89;6.902635121;277103;1912740.9;9/11/2020;7.2
9/11/2020;7;7.2;7.2;7;7.114979741;546432;3887852.61;6/11/2020;6.9
6/11/2020;7;6.9;7;6.75;6.820932069;229822;1567600.25;5/11/2020;7
5/11/2020;7.05;7;7.05;7;7.018863142;217758;1528413.6;4/11/2020;6.95
4/11/2020;7.05;6.95;7.05;6.95;7.004892509;134849;944602.75;3/11/2020;7.05
3/11/2020;7.05;7.05;7.12;7.05;7.072107574;100656;711850.06;2/11/2020;7.05
2/11/2020;7.05;7.05;7.05;7.05;7.04996889;160719;1133063.95;30/10/2020;7
30/10/2020;7.05;7;7.1;7;7.04751269;250009;1761941.6;29/10/2020;7.03
29/10/2020;7.25;7.03;7.25;7.03;7.042017992;838725;5906316.54;28/10/2020;7.25
28/10/2020;7.28;7.25;7.28;7.25;7.259331674;11252;81682;27/10/2020;7.38
27/10/2020;7.38;7.38;7.38;7.38;7.38;36976;272882.88;26/10/2020;7.38
26/10/2020;7.4;7.38;7.4;7.38;7.389881922;795742;5880439.42;23/10/2020;7.4
23/10/2020;7.4;7.4;7.4;7.4;7.4;20075;148555;22/10/2020;7.4
22/10/2020;7.4;7.4;7.4;7.35;7.399266071;383416;2836997;20/10/2020;7.45
21/10/2020;;;;;7.45;578;4306.1;20/10/2020;7.45
20/10/2020;7.5;7.45;7.55;7.4;7.454201644;449574;3351215.25;19/10/2020;7.5
19/10/2020;7.45;7.5;7.5;7.45;7.454120917;109745;818052.5;16/10/2020;7.5
16/10/2020;7.6;7.5;7.6;7.5;7.540109118;3410251;25713664.66;15/10/2020;7.6
15/10/2020;7.6;7.6;7.6;7.59;7.599831991;196418;1492743.8;14/10/2020;7.6
14/10/2020;7.7;7.6;7.7;7.6;7.60205685;59314;450908.4;13/10/2020;7.7
13/10/2020;7.8;7.7;7.8;7.7;7.708428887;56164;432936.2;12/10/2020;7.82
12/10/2020;7.9;7.82;7.9;7.8;7.864187163;16670;131096;9/10/2020;7.7
9/10/2020;7.7;7.7;7.7;7.7;;3515;;8/10/2020;7.7
8/10/2020;7.71;7.7;7.71;7.7;7.702449114;6092;46923.32;7/10/2020;7.7
7/10/2020;7.7;7.7;7.7;7.7;7.7;295586;2276012.2;6/10/2020;7.7
6/10/2020;7.7;7.7;7.7;7.69;7.699991308;1265477;9744161.9;5/10/2020;7.7
5/10/2020;7.7;7.7;7.7;7.7;7.700055035;654131;5036844.7;2/10/2020;7.7
2/10/2020;7.7;7.7;7.7;7.7;7.7;55740;429198;1/10/2020;7.7
1/10/2020;7.7;7.7;7.7;7.7;7.7;42945;330676.5;30/09/2020;7.67
30/09/2020;7.6;7.67;7.67;7.6;7.615642017;227346;1731385.75;29/09/2020;7.59
29/09/2020;7.59;7.59;7.59;7.59;7.59;14727;111777.93;28/09/2020;7.59
28/09/2020;7.59;7.59;7.59;7.59;7.59;9200;69828;25/09/2020;7.59
25/09/2020;7.51;7.59;7.59;7.5;7.517922156;272725;2050325.32;24/09/2020;7.51
24/09/2020;7.53;7.51;7.53;7.51;7.526756757;18500;139245;23/09/2020;7.55
23/09/2020;7.55;7.55;7.6;7.55;7.55319115;50217;379298.6;22/09/2020;7.55
22/09/2020;7.59;7.55;7.59;7.55;7.554547653;59125;446662.63;21/09/2020;7.6
21/09/2020;7.62;7.6;7.62;7.6;7.600332189;167254;1271185.96;18/09/2020;7.67
18/09/2020;7.67;7.67;7.67;7.67;7.67;628254;4818708.18;17/09/2020;7.67
17/09/2020;7.6;7.67;7.67;7.6;7.611872962;183661;1398004.2;16/09/2020;7.57
16/09/2020;7.55;7.57;7.6;7.54;7.551775925;171291;1293551.25;15/09/2020;7.59
15/09/2020;7.58;7.59;7.59;7.58;7.583601805;11522;87378.26;14/09/2020;7.57
14/09/2020;7.57;7.57;7.57;7.57;7.57;203942;1543840.94;11/09/2020;7.56
11/09/2020;7.55;7.56;7.6;7.55;7.5632628;282702;2138149.52;10/09/2020;7.52
10/09/2020;7.62;7.52;7.62;7.5;7.529971116;428269;3224853.2;9/09/2020;7.62
9/09/2020;7.7;7.62;7.7;7.62;7.65201037;26229;200704.58;8/09/2020;7.7
8/09/2020;7.74;7.7;7.74;7.7;7.70026174;137541;1059101.7;7/09/2020;7.74
7/09/2020;7.74;7.74;7.74;7.74;7.74;84057;650601.18;4/09/2020;7.74
4/09/2020;7.78;7.74;7.78;7.74;7.742317098;24945;193132.1;3/09/2020;7.78
3/09/2020;7.8;7.78;7.81;7.78;7.792565124;19578;152562.84;2/09/2020;7.74
2/09/2020;7.96;7.74;7.96;7.74;7.841147951;41169;322812.22;1/09/2020;7.96
1/09/2020;7.96;7.96;7.96;7.9;7.957747036;101200;805324;31/08/2020;7.96
31/08/2020;7.62;7.96;7.96;7.62;7.95335;280000;2226938;28/08/2020;7.54
28/08/2020;7.7;7.54;7.7;7.54;7.610567408;96421;733818.52;27/08/2020;7.7
27/08/2020;7.76;7.7;7.76;7.7;7.70499721;93192;718044.1;26/08/2020;7.75
26/08/2020;7.71;7.75;7.75;7.7;7.700924133;370769;2855263.94;25/08/2020;7.71
25/08/2020;7.73;7.71;7.73;7.71;7.719832148;30801;237778.55;24/08/2020;7.7
24/08/2020;7.6;7.7;7.7;7.6;7.63663868;793840;6062269.25;21/08/2020;7.63
21/08/2020;7.6;7.63;7.63;7.6;7.602078167;384815;2925393.71;20/08/2020;7.6
20/08/2020;7.55;7.6;7.6;7.55;7.594150345;34361;260942.6;19/08/2020;7.55
19/08/2020;7.6;7.55;7.6;7.55;7.553010438;94179;711334.97;18/08/2020;7.68
18/08/2020;7.75;7.68;7.75;7.65;7.672884133;104059;798432.65;17/08/2020;7.75
17/08/2020;7.6;7.75;7.75;7.6;7.686048944;23905;183735;14/08/2020;7.7
14/08/2020;7.7;7.7;7.7;7.7;7.7;124620;959574;13/08/2020;7.7
13/08/2020;7.55;7.7;7.7;7.55;7.608539476;378460;2879527.85;12/08/2020;7.55
12/08/2020;7.55;7.55;7.65;7.55;7.556925087;758402;5731187.1;11/08/2020;7.5
11/08/2020;7.48;7.5;7.6;7.43;7.474289676;495443;3703084.5;10/08/2020;7.48
10/08/2020;7.68;7.73;7.73;7.67;7.724855313;42160;325679.9;7/08/2020;7.65
7/08/2020;7.72;7.65;7.72;7.63;7.665364783;337954;2590540.69;6/08/2020;7.72
6/08/2020;7.8;7.72;7.8;7.72;7.759385756;77689;602818.92;5/08/2020;7.8
5/08/2020;7.75;7.8;7.8;7.75;7.76894034;102212;794078.93;4/08/2020;7.7
4/08/2020;7.7;7.7;7.8;7.7;7.73787663;101094;782252.9;3/08/2020;7.8
3/08/2020;7.94;7.8;7.94;7.8;7.878539928;387933;3056345.63;31/07/2020;7.8
31/07/2020;7.9;7.8;7.9;7.8;7.812797854;745189;5822011.02;30/07/2020;7.9
30/07/2020;7.95;7.9;7.95;7.9;7.942157204;182273;1447640.82;29/07/2020;7.95
29/07/2020;7.96;7.95;8;7.9;7.947688198;448663;3565833.63;27/07/2020;7.95
27/07/2020;7.95;7.95;7.95;7.88;7.886389443;278536;2196643.37;24/07/2020;7.95
24/07/2020;7.95;7.95;7.95;7.92;7.922694214;558649;4426005.2;23/07/2020;8.05
23/07/2020;8.05;8.05;8.05;8.05;8.05;53242;428598.1;22/07/2020;8.08
22/07/2020;8;8.08;8.1;8;8.082715163;73793;596447.8;21/07/2020;8.1
21/07/2020;8;8.1;8.1;8;8.005823476;10990;87984;20/07/2020;7.78
20/07/2020;7.78;7.78;7.78;7.78;7.78;5150;40067;17/07/2020;7.7
17/07/2020;7.8;7.7;7.8;7.7;7.748835843;301102;2333189.97;16/07/2020;7.88
16/07/2020;7.9;7.88;7.9;7.88;7.895915803;28647;226194.3;15/07/2020;7.9
15/07/2020;7.93;7.9;7.95;7.9;7.922221908;300134;2377728.15;14/07/2020;7.93
14/07/2020;8;7.93;8;7.93;7.939763158;28500;226283.25;13/07/2020;7.85
13/07/2020;8;7.85;8;7.85;7.874613867;473438;3728141.44;10/07/2020;8
10/07/2020;8.1;8;8.1;7.92;7.951242903;478034;3800964.45;9/07/2020;8.1
9/07/2020;8.1;8.1;8.1;8.1;8.091013168;2734;22120.83;8/07/2020;8.05
8/07/2020;8.12;8.05;8.15;8.05;8.139163992;177594;1445466.69;7/07/2020;8.12
7/07/2020;8.11;8.12;8.13;8.11;8.126825267;83270;676720.74;6/07/2020;8.12
6/07/2020;8.12;8.12;8.12;8.03;8.072844949;47565;383984.87;3/07/2020;8.12
3/07/2020;8.1;8.12;8.12;8.1;8.102485501;24140;195594;2/07/2020;8.1
2/07/2020;8.1;8.1;8.11;8.05;8.052394209;355441;2862151.05;1/07/2020;8.1
1/07/2020;8.03;8.1;8.1;8.03;8.052063367;206226;1660544.82;30/06/2020;8.03
30/06/2020;8;8.03;8.05;7.98;7.989156313;528336;4220958.89;26/06/2020;7.95
26/06/2020;8;7.95;8;7.95;7.982808995;34329;274041.85;25/06/2020;7.95
25/06/2020;8.05;7.95;8.05;7.9;7.956576949;350284;2787061.6;24/06/2020;8.15
24/06/2020;8.15;8.15;8.15;8.15;8.150458243;17458;142290.7;23/06/2020;8.19
23/06/2020;8.23;8.19;8.23;8.16;8.205333353;199413;1636250.14;22/06/2020;8.23
22/06/2020;8.23;8.23;8.23;8.23;8.23;358595;2951236.85;19/06/2020;8.23
19/06/2020;8.35;8.23;8.35;8.2;8.202178213;7062722;57929704.51;18/06/2020;8.27
18/06/2020;8.37;8.27;8.37;8.27;8.281340585;159602;1321718.52;17/06/2020;8.37
17/06/2020;8.45;8.37;8.45;8.37;8.388081483;114870;963538.92;16/06/2020;8.45
16/06/2020;8.2;8.45;8.45;8.2;8.347854825;796984;6653106.73;15/06/2020;8.15
15/06/2020;8.2;8.15;8.2;8.12;8.13888636;406801;3310907.11;12/06/2020;8.2
12/06/2020;8.23;8.2;8.3;8.18;8.212447444;376458;3091641.54;11/06/2020;8.23
11/06/2020;8.4;8.23;8.4;8.1;8.250628681;325857;2688525.11;10/06/2020;8.45
10/06/2020;8.4;8.45;8.45;8.3;8.401938355;491912;4133014.3;9/06/2020;8.45
9/06/2020;8.52;8.45;8.59;8.45;8.497100233;430138;3654925.7;8/06/2020;8.6
8/06/2020;8.66;8.6;8.67;8.6;8.64673661;305725;2643523.55;5/06/2020;8.65
5/06/2020;8.15;8.65;8.7;8.15;8.485481727;1378945;11701012.6;4/06/2020;8.13
4/06/2020;8;8.13;8.13;8;8.090458539;1099427;8894868.56;3/06/2020;7.92
3/06/2020;7.8;7.92;7.93;7.8;7.863850904;370191;2911126.83;2/06/2020;7.8
2/06/2020;7.8;7.8;7.81;7.8;7.809145852;2286829;17858181.2;1/06/2020;7.75
1/06/2020;7.8;7.75;7.8;7.7;7.727079038;250195;1933276.54;29/05/2020;7.8
29/05/2020;7.75;7.8;7.83;7.75;7.793903255;336760;2624674.86;28/05/2020;7.75
28/05/2020;7.62;7.75;7.75;7.62;7.69019007;305466;2349091.6;27/05/2020;7.55
27/05/2020;7.6;7.55;7.6;7.55;7.555206655;149186;1127131.06;26/05/2020;7.6
26/05/2020;7.7;7.6;7.7;7.6;7.643711678;213650;1633079;25/05/2020;7.7
25/05/2020;7.72;7.7;7.72;7.7;7.700845269;42590;327979;22/05/2020;7.72
22/05/2020;7.8;7.72;7.8;7.51;7.618248217;258411;1968639.14;21/05/2020;7.75
21/05/2020;7.8;7.75;7.81;7.7;7.778706282;135300;1052458.96;20/05/2020;7.89
20/05/2020;8;7.89;8;7.89;7.914493257;130589;1033545.76;19/05/2020;7.95
19/05/2020;8;7.95;8.04;7.93;7.967715011;301892;2405389.42;18/05/2020;7.99
18/05/2020;7.65;7.99;7.99;7.65;7.740246354;89627;693735.06;15/05/2020;7.6
15/05/2020;7.55;7.6;7.65;7.55;7.55832118;375055;2834786.15;14/05/2020;7.6
14/05/2020;7.6;7.6;7.6;7.2;7.492795438;489748;3669581.58;13/05/2020;7.6
13/05/2020;7.81;7.6;7.81;7.6;7.676405566;330600;2537819.68;12/05/2020;7.81
12/05/2020;7.55;7.81;8;7.55;7.86577906;881922;6937003.6;11/05/2020;7.55
11/05/2020;7.41;7.55;7.55;7.41;7.460804898;294994;2200892.68;8/05/2020;7.49
8/05/2020;7.23;7.49;7.49;7.23;7.415727067;1765352;13091368.61;7/05/2020;7.15
7/05/2020;7.3;7.15;7.3;7.15;7.183782763;218351;1568586.15;6/05/2020;7.3
6/05/2020;7.1;7.3;7.3;7;7.059201144;437576;3088937;5/05/2020;7.06
5/05/2020;6.81;7.06;7.06;6.76;6.771365064;678232;4592556.47;4/05/2020;6.8
4/05/2020;6.91;6.8;6.91;6.76;6.793512041;520048;3532952.35;30/04/2020;6.86
30/04/2020;6.9;6.86;7;6.85;6.916759561;142814;987810.1;29/04/2020;6.85
29/04/2020;6.8;6.85;6.97;6.8;6.827553644;907922;6198886.16;28/04/2020;6.8
28/04/2020;6.81;6.8;6.86;6.8;6.806250053;332938;2266059.28;27/04/2020;6.81
27/04/2020;7;6.81;7;6.81;6.9048008;280422;1936258.05;24/04/2020;7
24/04/2020;7.1;7;7.12;7;7.035474177;337437;2374029.3;23/04/2020;7.1
23/04/2020;7.2;7.1;7.2;7.1;7.165548604;844198;6049141.8;22/04/2020;7.2
22/04/2020;7.45;7.2;7.45;7.19;7.268384578;395816;2876942.91;21/04/2020;7.46
21/04/2020;7.5;7.46;7.5;7.46;7.494792548;76813;575697.5;20/04/2020;7.6
20/04/2020;7.6;7.6;7.6;7.6;7.6;99810;758556;17/04/2020;7.6
17/04/2020;7.25;7.6;7.6;7.25;7.27432138;1671517;12159151.85;16/04/2020;7.25
16/04/2020;7.17;7.25;7.25;7.17;7.222647173;309840;2237865;15/04/2020;7.12
15/04/2020;7.15;7.12;7.15;7.07;7.090060901;182262;1292248.68;14/04/2020;7
14/04/2020;7;7;7.05;6.99;6.997188879;400744;2804081.46;13/04/2020;7
13/04/2020;7;7;7;6.99;6.999803605;216502;1515471.48;8/04/2020;6.99
8/04/2020;7;6.99;7;6.97;6.996636315;208777;1460736.74;7/04/2020;7
7/04/2020;7;7;7;6.97;6.999020638;190961;1336539.98;6/04/2020;7
6/04/2020;7;7;7;6.95;6.99109935;188102;1315039.77;3/04/2020;7
3/04/2020;7.25;7;7.25;7;7.058389694;661812;4671327;2/04/2020;7.25
2/04/2020;7.3;7.25;7.35;7.25;7.270291501;233344;1696478.9;1/04/2020;7.3
1/04/2020;7.35;7.3;7.35;7.25;7.330999681;216349;1586054.45;31/03/2020;7.35
31/03/2020;7.6;7.35;7.6;7.35;7.52520077;539099;4056828.21;30/03/2020;7.6
30/03/2020;7.85;7.6;7.85;7.5;7.69950212;3784785;29140960.13;27/03/2020;8
27/03/2020;8;8;8;7.85;7.98053291;748232;5971290.1;26/03/2020;8
26/03/2020;7.9;8;8;7.9;7.925787549;2029595;16086138.78;25/03/2020;7.9
25/03/2020;7.91;7.9;7.91;7.8;7.802986151;937213;7313060.06;24/03/2020;7.9
24/03/2020;7.75;7.9;7.9;7.75;7.889205533;2680364;21145942.5;23/03/2020;7.75
23/03/2020;7.55;7.75;7.75;7.55;7.734637238;54912;424724.4;20/03/2020;7.55
20/03/2020;7.37;7.55;7.6;7.37;7.49063472;386690;2896553.54;19/03/2020;7.3
19/03/2020;7.2;7.3;7.3;7.2;7.294013774;334969;2443268.5;18/03/2020;7.2
18/03/2020;7.15;7.2;7.21;7.13;7.167560607;180012;1290246.92;17/03/2020;7.15
17/03/2020;7.05;7.15;7.15;7.05;7.13091126;335645;2393454.71;16/03/2020;7
16/03/2020;7;7;7;6.99;6.99856074;195802;1370332.19;13/03/2020;7.25
13/03/2020;7.45;7.25;7.5;7.2;7.331644274;381293;2795504.64;12/03/2020;7.4
12/03/2020;8.16;7.4;8.16;7.3;7.618556928;213295;1625000.1;11/03/2020;8.23
11/03/2020;8.4;8.23;8.4;8.23;8.313597715;85268;708883.85;10/03/2020;8.4
10/03/2020;8.5;8.4;8.5;8.4;8.417505666;525527;4423626.5;9/03/2020;8.31
9/03/2020;8.5;8.31;8.5;8.22;8.306755456;198635;1650012.37;6/03/2020;8.6
6/03/2020;8.75;8.6;8.75;8.6;8.731599228;1353878;11821520.1;5/03/2020;8.79
5/03/2020;8.79;8.79;8.79;8.79;8.79;104400;917676;4/03/2020;8.75
4/03/2020;8.7;8.75;8.75;8.65;8.700035093;701004;6098759.4;3/03/2020;8.7
3/03/2020;8.6;8.7;8.7;8.55;8.605994216;185337;1595009.15;2/03/2020;8.55
2/03/2020;8.55;8.55;8.55;8.54;8.543971138;67424;576068.71;28/02/2020;8.5
28/02/2020;8.62;8.5;8.62;8.5;8.515319929;161536;1375530.72;27/02/2020;8.62
27/02/2020;8.75;8.62;8.75;8.62;8.656833968;631756;5469006.8;26/02/2020;8.9
26/02/2020;9;8.9;9;8.9;8.961549571;33235;297837.1;25/02/2020;9
25/02/2020;9.05;9;9.05;9;9.034765387;49230;444781.5;24/02/2020;9.05
24/02/2020;9.08;9.05;9.08;9.05;9.070047151;138703;1258042.75;21/02/2020;9.1
21/02/2020;9.1;9.1;9.1;9.1;9.1;3347;30457.7;20/02/2020;9.1
20/02/2020;9.1;9.1;9.1;9.1;9.1;12163;110683.3;19/02/2020;9.1
19/02/2020;9.1;9.1;9.1;9.1;9.1;3283;29875.3;18/02/2020;9.07
18/02/2020;9.12;9.07;9.12;9.07;9.100032925;69855;635682.8;17/02/2020;9.12
17/02/2020;9.12;9.12;9.12;9.12;9.12;2186;19936.32;14/02/2020;9.15
14/02/2020;9.15;9.15;9.15;9.15;9.15;122328;1119301.2;13/02/2020;9.15
13/02/2020;9.15;9.15;9.15;9.15;9.15;156420;1431243;12/02/2020;9.15
12/02/2020;9.26;9.15;9.26;9.14;9.169634369;233651;2142494.24;11/02/2020;9.25
11/02/2020;9.25;9.25;9.25;9.25;9.25;321756;2976243;10/02/2020;9.2
10/02/2020;9.2;9.2;9.2;9.2;9.2;77898;716661.6;7/02/2020;9.15
7/02/2020;9.15;9.15;9.15;9.15;9.15;533443;4881003.45;6/02/2020;9.15
6/02/2020;9.15;9.15;9.15;9.15;9.153752736;9593;87811.95;5/02/2020;9.15
5/02/2020;9.15;9.15;9.15;9.15;9.15;5100;46665;4/02/2020;9.1
4/02/2020;9.1;9.1;9.1;9.1;9.1;268955;2447490.5;3/02/2020;9.05
3/02/2020;9.1;9.05;9.1;9;9.087899287;501363;4556336.45;31/01/2020;9.1
31/01/2020;9.25;9.1;9.3;9.1;9.296478368;766690;7127517;30/01/2020;9.3
30/01/2020;9.35;9.3;9.35;9.3;9.334803951;510001;4760759.35;29/01/2020;9.3
29/01/2020;9.24;9.3;9.35;9.24;9.307376398;521737;4856002.64;28/01/2020;9.2
28/01/2020;9.19;9.2;9.2;9.19;9.199403875;33550;308640;27/01/2020;9.19
27/01/2020;9.23;9.19;9.23;9.19;9.198000093;258122;2374206.18;24/01/2020;9.22
24/01/2020;9.24;9.22;9.24;9.22;9.2204151;277042;2554442.24;23/01/2020;9.2
23/01/2020;9.17;9.2;9.2;9.17;9.190765343;167402;1538552.5;22/01/2020;9.17
22/01/2020;9.1;9.17;9.17;9.1;9.143421881;1063830;9727046.5;21/01/2020;9.1
21/01/2020;9;9.1;9.1;9;9.059136205;794378;7196378.5;20/01/2020;9
20/01/2020;9;9;9;9;9;6480;58320;17/01/2020;9
17/01/2020;9;9;9;9;9;1210000;10890000;16/01/2020;9
16/01/2020;9.05;9;9.07;9;9.006224753;97387;877089.21;15/01/2020;9.05
15/01/2020;9;9.05;9.1;9;9.002319759;1008122;9075436.6;14/01/2020;9
14/01/2020;8.97;9;9.05;8.95;8.996560029;498667;4486287.6;13/01/2020;8.92
13/01/2020;9;8.92;9.01;8.92;8.97672326;64790;581601.9;10/01/2020;9
10/01/2020;9;9;9;8.95;8.99432296;11890;106942.5;9/01/2020;9
9/01/2020;9;9;9;9;9;524012;4716108;8/01/2020;9.08
8/01/2020;9.1;9.08;9.1;9.08;9.082591614;159746;1450907.68;7/01/2020;9.13
7/01/2020;9.15;9.13;9.15;9.13;9.141423671;116600;1065890;6/01/2020;9.15
6/01/2020;9.15;9.15;9.15;9.15;9.15;3590;32848.5;3/01/2020;9.15
3/01/2020;9.18;9.15;9.18;9.15;9.161737693;55965;512736.65;2/01/2020;9.19
2/01/2020;9.2;9.19;9.2;9.19;9.199975258;413863;3807529.36;31/12/2019;9.2
31/12/2019;9.2;9.2;9.2;9.2;9.2;55000;506000;30/12/2019;9.2
30/12/2019;9.2;9.2;9.2;9.2;9.200321554;242261;2228879.1;27/12/2019;9.2
27/12/2019;9.2;9.2;9.2;9.2;9.2;146736;1349971.2;26/12/2019;9.2
26/12/2019;9.14;9.2;9.2;9.14;9.173805447;6425;58941.7;24/12/2019;9.19
24/12/2019;9.2;9.19;9.2;9.19;9.199341753;154076;1417397.78;23/12/2019;9.2
23/12/2019;9.2;9.2;9.2;9.19;9.199647116;55854;513837.09;20/12/2019;9.2
20/12/2019;9.2;9.2;9.2;9.2;9.2;121602;1118738.4;19/12/2019;9.2
19/12/2019;8.84;9.2;9.2;8.84;9.067175477;405456;3676340.7;18/12/2019;8.79
18/12/2019;8.7;8.79;8.79;8.7;8.725931753;46273;403775.04;17/12/2019;8.7
17/12/2019;8.7;8.7;8.7;8.7;8.699999165;598957;5210925.4;16/12/2019;8.7
16/12/2019;8.73;8.7;8.75;8.7;8.704700422;76057;662053.4;13/12/2019;8.75
13/12/2019;8.75;8.75;8.75;8.75;8.749852217;10150;88811;12/12/2019;8.75
12/12/2019;8.8;8.75;8.8;8.75;8.763088735;135460;1187048;11/12/2019;8.8
11/12/2019;8.9;8.8;8.9;8.8;8.895390638;427608;3803740.2;10/12/2019;8.95
10/12/2019;8.62;8.95;8.95;8.62;8.807233911;727594;6408090.55;9/12/2019;8.62
9/12/2019;8.55;8.62;8.62;8.55;8.584407334;40689;349290.95;6/12/2019;8.54
6/12/2019;8.5;8.54;8.55;8.5;8.503470331;535410;4552843.05;5/12/2019;8.5
5/12/2019;8.5;8.5;8.51;8.5;8.500016713;1631649;13869043.77;4/12/2019;8.5
4/12/2019;8.65;8.5;8.65;8.5;8.521591741;1823695;15540784.25;3/12/2019;8.65
3/12/2019;8.8;8.65;8.8;8.65;8.769994449;194574;1706412.9;2/12/2019;8.8
2/12/2019;8.8;8.8;8.8;8.8;8.8;39525;347820;29/11/2019;8.8
29/11/2019;8.8;8.8;8.8;8.8;8.8;5000;44000;28/11/2019;8.75
28/11/2019;8.85;8.75;8.85;8.75;8.772929667;80446;705747.1;27/11/2019;8.8
27/11/2019;8.86;8.8;8.86;8.75;8.807178253;151913;1337924.87;26/11/2019;8.9
26/11/2019;8.9;8.9;8.9;8.9;8.9;234048;2083027.2;25/11/2019;8.9
25/11/2019;8.9;8.9;8.9;8.9;8.896945277;5336;47474.1;22/11/2019;8.9
22/11/2019;8.9;8.9;8.9;8.9;8.9;39181;348710.9;21/11/2019;8.9
21/11/2019;8.9;8.9;8.9;8.9;8.9;135002;1201517.8;20/11/2019;8.89
20/11/2019;8.85;8.89;8.89;8.85;8.886416944;130972;1163871.8;19/11/2019;8.85
19/11/2019;8.93;8.85;8.93;8.85;8.879655405;418578;3716828.4;18/11/2019;8.93
18/11/2019;8.97;8.93;8.97;8.93;8.930470202;382814;3418709.02;15/11/2019;9
15/11/2019;9;9;9;9;9;15933;143397;14/11/2019;9
14/11/2019;8.96;9;9;8.96;8.993502684;174195;1566623.2;13/11/2019;9
13/11/2019;9;9;9;9;9;147500;1327500;12/11/2019;9
12/11/2019;9;9;9;9;9;96636;869724;11/11/2019;9
11/11/2019;8.95;9;9;8.95;8.954668562;250152;2240028.25;8/11/2019;9
8/11/2019;9.2;9;9.2;9;9.005446614;187052;1684486.8;7/11/2019;9.2
7/11/2019;9.2;9.2;9.2;9.2;9.2;146368;1346585.6;6/11/2019;9.2
6/11/2019;9.2;9.2;9.2;9.2;9.2;652793;6005695.6;5/11/2019;9.2
5/11/2019;9.2;9.2;9.2;9.2;9.2;354552;3261878.4;4/11/2019;9.2
4/11/2019;9.17;9.2;9.2;9.17;9.186880342;14040;128983.8;31/10/2019;9.17
31/10/2019;9.2;9.17;9.2;9.17;9.170219643;537600;4929910.08;30/10/2019;9.16
30/10/2019;9.2;9.16;9.2;9.15;9.171769189;20207;185333.94;29/10/2019;9.2
29/10/2019;9.23;9.2;9.23;9.2;9.213296837;179381;1652690.4;28/10/2019;9.23
28/10/2019;9.15;9.23;9.23;9.15;9.211068702;6550;60332.5;25/10/2019;9.2
25/10/2019;9.23;9.2;9.23;9.2;9.219971386;110085;1014980.55;24/10/2019;9.23
24/10/2019;9.23;9.23;9.23;9.22;9.229871096;92317;852074.01;23/10/2019;9.23
23/10/2019;9.3;9.23;9.3;9.23;9.244817414;235533;2177459.58;22/10/2019;9.32
22/10/2019;9.36;9.32;9.36;9.32;9.340875025;10194;95220.88;21/10/2019;9.4
21/10/2019;9.45;9.4;9.45;9.4;9.442564089;75559;713470.7;18/10/2019;9.41
18/10/2019;9.35;9.41;9.41;9.35;9.370056252;117862;1104373.57;17/10/2019;9.31
17/10/2019;9.31;9.31;9.31;9.31;9.31;5000;46550;16/10/2019;9.26
16/10/2019;9.26;9.26;9.26;9.26;9.26;142429;1318892.54;15/10/2019;9.3
15/10/2019;9.25;9.3;9.3;9.25;9.299192793;30971;288005.3;14/10/2019;9.3
14/10/2019;9.25;9.3;9.3;9.25;9.296956131;91134;847268.8;11/10/2019;9.2
11/10/2019;9.05;9.2;9.2;9;9.123786553;100025;912606.75;10/10/2019;9
10/10/2019;9;9;9;9;8.999982183;291852;2626662.8;9/10/2019;9
9/10/2019;9.02;9;9.03;9;9.006552296;880940;7934232.18;7/10/2019;9.02
7/10/2019;9.01;9.02;9.02;9.01;9.011306241;6890;62087.9;4/10/2019;9.01
4/10/2019;9;9.01;9.05;9;9.002963146;219024;1971865;3/10/2019;9
3/10/2019;9;9;9;9;9;147254;1325286;2/10/2019;9.05
